supergrupo,Año,Ubicación,Detalle,Nombre grupo,ANIO,Color
Accu - Auc,01/01/2000,"6.285537, -75.590199","<p>Al comenzar el nuevo siglo, el Bloque Metro se había instalado en buena parte de los barrios marginales de Medellín, disputándole el control de la periferia de la ciudad a la guerrilla. El grupo comenzó a reclutar jóvenes de la ciudad que se sumaron a los miembros originales, en su mayoría traídos desde Urabá. Para cometer algunos crímenes en Medellín, el Metro contrataba a la banda La Terraza, especializada en sicariato.
</p>
<p>
El Bloque Metro creció simultáneamente también en el Oriente Antioqueño, región donde la guerrilla escondía algunos secuestrados. El grupo paramilitar se fortaleció porque ingresó en sus filas a muchos guerrilleros del Eln y porque el Oriente les ofrecía una retaguardia segura, su ubicación estaba entre sus dos campamentos principales. Rutas del Conflicto documentó ocho masacres del grupo en municipios diferentes durante el año 2000.</p>",Bloque Metro,2000,a
Accu - Auc,01/01/2000,"6.483353, -74.914881","<p>Al comenzar el nuevo siglo, el Bloque Metro se había instalado en buena parte de los barrios marginales de Medellín, disputándole el control de la periferia de la ciudad a la guerrilla. El grupo comenzó a reclutar jóvenes de la ciudad que se sumaron a los miembros originales, en su mayoría traídos desde Urabá. Para cometer algunos crímenes en Medellín, el Metro contrataba a la banda La Terraza, especializada en sicariato.
</p>
<p>
El Bloque Metro creció simultáneamente también en el Oriente Antioqueño, región donde la guerrilla escondía algunos secuestrados. El grupo paramilitar se fortaleció porque ingresó en sus filas a muchos guerrilleros del Eln y porque el Oriente les ofrecía una retaguardia segura, su ubicación estaba entre sus dos campamentos principales. Rutas del Conflicto documentó ocho masacres del grupo en municipios diferentes durante el año 2000.</p>
",Bloque Metro,2000,a
Accu - Auc,01/01/2000,"6.265870, -75.111769","<p>Al comenzar el nuevo siglo, el Bloque Metro se había instalado en buena parte de los barrios marginales de Medellín, disputándole el control de la periferia de la ciudad a la guerrilla. El grupo comenzó a reclutar jóvenes de la ciudad que se sumaron a los miembros originales, en su mayoría traídos desde Urabá. Para cometer algunos crímenes en Medellín, el Metro contrataba a la banda La Terraza, especializada en sicariato.
</p>
<p>
El Bloque Metro creció simultáneamente también en el Oriente Antioqueño, región donde la guerrilla escondía algunos secuestrados. El grupo paramilitar se fortaleció porque ingresó en sus filas a muchos guerrilleros del Eln y porque el Oriente les ofrecía una retaguardia segura, su ubicación estaba entre sus dos campamentos principales. Rutas del Conflicto documentó ocho masacres del grupo en municipios diferentes durante el año 2000.</p>",Bloque Metro,2000,a
Accu - Auc,01/01/2000,"7.664276, -75.325131","<p>Este grupo paramilitar se creó a mediados de los años ochenta pero en el año 2000 fue nombrado Bloque Mineros por su estrecha relación con los dueños de las minas en el norte de Antioquia, región conocida como el Bajo Cauca antioqueño. Incluso el bloque llegó a tener sus propias minas. Su principal fuente de financiación fue el negocio del narcotráfico que tenía como base Tarazá, zona que los ‘paras’ se disputaron con la Farc para poder sacar armas y drogas por la troncal que del municipio conduce al golfo de Morrosquillo.
</p>
<p>
El Bloque Mineros se extendió por los municipios de Valdivia, Briceño, Ituango y Anorí, y estuvo bajo el mando de Ramiro Vanoy, alias ‘Cuco Vanoy’. Rutas del Conflicto documentó una masacre cometida por estos ‘paras’ un año antes, el 15 de diciembre de 1999. El grupo armado llegó al municipio de Cáceres y asesinó a ocho personas.</p>",Bloque Mineros,2000,a
Accu - Auc,01/01/2000,"7.569052, -75.411258","<p>Este grupo paramilitar se creó a mediados de los años ochenta pero en el año 2000 fue nombrado Bloque Mineros por su estrecha relación con los dueños de las minas en el norte de Antioquia, región conocida como el Bajo Cauca antioqueño. Incluso el bloque llegó a tener sus propias minas. Su principal fuente de financiación fue el negocio del narcotráfico que tenía como base Tarazá, zona que los ‘paras’ se disputaron con la Farc para poder sacar armas y drogas por la troncal que del municipio conduce al golfo de Morrosquillo.
</p>
<p>
El Bloque Mineros se extendió por los municipios de Valdivia, Briceño, Ituango y Anorí, y estuvo bajo el mando de Ramiro Vanoy, alias ‘Cuco Vanoy’. Rutas del Conflicto documentó una masacre cometida por estos ‘paras’ un año antes, el 15 de diciembre de 1999. El grupo armado llegó al municipio de Cáceres y asesinó a ocho personas.</p>",Bloque Mineros,2000,a
Accu - Auc,01/01/2000,"7.274399, -75.398463","<p>Este grupo paramilitar se creó a mediados de los años ochenta pero en el año 2000 fue nombrado Bloque Mineros por su estrecha relación con los dueños de las minas en el norte de Antioquia, región conocida como el Bajo Cauca antioqueño. Incluso el bloque llegó a tener sus propias minas. Su principal fuente de financiación fue el negocio del narcotráfico que tenía como base Tarazá, zona que los ‘paras’ se disputaron con la Farc para poder sacar armas y drogas por la troncal que del municipio conduce al golfo de Morrosquillo.
</p>
<p>
El Bloque Mineros se extendió por los municipios de Valdivia, Briceño, Ituango y Anorí, y estuvo bajo el mando de Ramiro Vanoy, alias ‘Cuco Vanoy’. Rutas del Conflicto documentó una masacre cometida por estos ‘paras’ un año antes, el 15 de diciembre de 1999. El grupo armado llegó al municipio de Cáceres y asesinó a ocho personas.</p>",Bloque Mineros,2000,a
Accu - Auc,01/01/2000,"7.124764, -75.568698","<p>Este grupo paramilitar se creó a mediados de los años ochenta pero en el año 2000 fue nombrado Bloque Mineros por su estrecha relación con los dueños de las minas en el norte de Antioquia, región conocida como el Bajo Cauca antioqueño. Incluso el bloque llegó a tener sus propias minas. Su principal fuente de financiación fue el negocio del narcotráfico que tenía como base Tarazá, zona que los ‘paras’ se disputaron con la Farc para poder sacar armas y drogas por la troncal que del municipio conduce al golfo de Morrosquillo.
</p>
<p>
El Bloque Mineros se extendió por los municipios de Valdivia, Briceño, Ituango y Anorí, y estuvo bajo el mando de Ramiro Vanoy, alias ‘Cuco Vanoy’. Rutas del Conflicto documentó una masacre cometida por estos ‘paras’ un año antes, el 15 de diciembre de 1999. El grupo armado llegó al municipio de Cáceres y asesinó a ocho personas.</p>",Bloque Mineros,2000,a
Accu - Auc,01/01/2000,"9.802094, -75.551589","<p>En el año 2000, el Bloque Montes de María perpetró múltiples masacres en los municipios de Colosó y de San Onofre, Sucre, y en Carmen de Bolívar y en María la Baja, Bolívar. Perpetraron masacres como la de Mampuján, en la que 11 personas fueron asesinadas, y la de Macayepo, en la que, bajo el mando de Rodrigo Pelufo, alias ‘Cadena’, los ‘paras’ asesinaron con piedras y garrotes a 15 habitantes de este corregimiento. Por la masacre de Macayepo, la Corte Suprema condenó a 40 años de prisión al exsenador Álvaro ‘El Gordo’ García, entre otros delitos, por ser el autor intelectual de la masacre.
</p>
<p>
El objetivo de este grupo paramilitar fue copar los espacios que hasta el momento ocupaban las guerrillas de las Farc y del Eln y apoderarse del negocio del narcotráfico en la zona.</p>",Bloque Montes de María,2000,a
Accu - Auc,01/01/2000,"9.481222, -75.357955","<p>En el año 2000, el Bloque Montes de María perpetró múltiples masacres en los municipios de Colosó y de San Onofre, Sucre, y en Carmen de Bolívar y en María la Baja, Bolívar. Perpetraron masacres como la de Mampuján, en la que 11 personas fueron asesinadas, y la de Macayepo, en la que, bajo el mando de Rodrigo Pelufo, alias ‘Cadena’, los ‘paras’ asesinaron con piedras y garrotes a 15 habitantes de este corregimiento. Por la masacre de Macayepo, la Corte Suprema condenó a 40 años de prisión al exsenador Álvaro ‘El Gordo’ García, entre otros delitos, por ser el autor intelectual de la masacre.
</p>
<p>
El objetivo de este grupo paramilitar fue copar los espacios que hasta el momento ocupaban las guerrillas de las Farc y del Eln y apoderarse del negocio del narcotráfico en la zona.</p>",Bloque Montes de María,2000,a
Accu - Auc,01/01/2000,"9.724354, -75.117648","<p>En el año 2000, el Bloque Montes de María perpetró múltiples masacres en los municipios de Colosó y de San Onofre, Sucre, y en Carmen de Bolívar y en María la Baja, Bolívar. Perpetraron masacres como la de Mampuján, en la que 11 personas fueron asesinadas, y la de Macayepo, en la que, bajo el mando de Rodrigo Pelufo, alias ‘Cadena’, los ‘paras’ asesinaron con piedras y garrotes a 15 habitantes de este corregimiento. Por la masacre de Macayepo, la Corte Suprema condenó a 40 años de prisión al exsenador Álvaro ‘El Gordo’ García, entre otros delitos, por ser el autor intelectual de la masacre.
</p>
<p>
El objetivo de este grupo paramilitar fue copar los espacios que hasta el momento ocupaban las guerrillas de las Farc y del Eln y apoderarse del negocio del narcotráfico en la zona.</p>",Bloque Montes de María,2000,a
Accu - Auc,01/01/2000,"9.743303, -74.824451","<p>En el año 2000, el Bloque Montes de María perpetró múltiples masacres en los municipios de Colosó y de San Onofre, Sucre, y en Carmen de Bolívar y en María la Baja, Bolívar. Perpetraron masacres como la de Mampuján, en la que 11 personas fueron asesinadas, y la de Macayepo, en la que, bajo el mando de Rodrigo Pelufo, alias ‘Cadena’, los ‘paras’ asesinaron con piedras y garrotes a 15 habitantes de este corregimiento. Por la masacre de Macayepo, la Corte Suprema condenó a 40 años de prisión al exsenador Álvaro ‘El Gordo’ García, entre otros delitos, por ser el autor intelectual de la masacre.
</p>
<p>
El objetivo de este grupo paramilitar fue copar los espacios que hasta el momento ocupaban las guerrillas de las Farc y del Eln y apoderarse del negocio del narcotráfico en la zona.</p>",Bloque Montes de María,2000,a
Accu - Auc,01/01/2000,"9.833298, -75.132754","<p>En el año 2000, el Bloque Montes de María perpetró múltiples masacres en los municipios de Colosó y de San Onofre, Sucre, y en Carmen de Bolívar y en María la Baja, Bolívar. Perpetraron masacres como la de Mampuján, en la que 11 personas fueron asesinadas, y la de Macayepo, en la que, bajo el mando de Rodrigo Pelufo, alias ‘Cadena’, los ‘paras’ asesinaron con piedras y garrotes a 15 habitantes de este corregimiento. Por la masacre de Macayepo, la Corte Suprema condenó a 40 años de prisión al exsenador Álvaro ‘El Gordo’ García, entre otros delitos, por ser el autor intelectual de la masacre.
</p>
<p>
El objetivo de este grupo paramilitar fue copar los espacios que hasta el momento ocupaban las guerrillas de las Farc y del Eln y apoderarse del negocio del narcotráfico en la zona.</p>",Bloque Montes de María,2000,a
Accu - Auc,01/01/2000,"9.984135, -75.300296","<p>En el año 2000, el Bloque Montes de María perpetró múltiples masacres en los municipios de Colosó y de San Onofre, Sucre, y en Carmen de Bolívar y en María la Baja, Bolívar. Perpetraron masacres como la de Mampuján, en la que 11 personas fueron asesinadas, y la de Macayepo, en la que, bajo el mando de Rodrigo Pelufo, alias ‘Cadena’, los ‘paras’ asesinaron con piedras y garrotes a 15 habitantes de este corregimiento. Por la masacre de Macayepo, la Corte Suprema condenó a 40 años de prisión al exsenador Álvaro ‘El Gordo’ García, entre otros delitos, por ser el autor intelectual de la masacre.
</p>
<p>
El objetivo de este grupo paramilitar fue copar los espacios que hasta el momento ocupaban las guerrillas de las Farc y del Eln y apoderarse del negocio del narcotráfico en la zona.</p>",Bloque Montes de María,2000,a
Accu - Auc,01/01/2000,"6.545512, -75.812429","<p>A mediados de los años ochenta, Vicente Castaño ordenó la creación de un grupo paramilitar que delinquiera en el norte del departamento de Antioquia. A cargo de Luis Arnulfo Tuberquia, alias ‘Memín’, en el año 2000 tomó el nombre de Bloque Noroccidente Antioqueño de las Auc, pero antes ya había perpetrado crímenes como una masacre en Heliconia en octubre de 1999, donde asesinó a 12 personas.
</p>
<p>
Según versiones de los desmovilizados, el grupo se conformó por solicitud de algunos finqueros de los municipios de Santa Fe de Antioquia, de San Jerónimo y de Sopetrán que querían sacar a las Farc de la zona.</p>",Bloque Noroccidente Antioqueño,2000,a
Accu - Auc,01/01/2000,"6.442577, -75.727386","<p>A mediados de los años ochenta, Vicente Castaño ordenó la creación de un grupo paramilitar que delinquiera en el norte del departamento de Antioquia. A cargo de Luis Arnulfo Tuberquia, alias ‘Memín’, en el año 2000 tomó el nombre de Bloque Noroccidente Antioqueño de las Auc, pero antes ya había perpetrado crímenes como una masacre en Heliconia en octubre de 1999, donde asesinó a 12 personas.
</p>
<p>
Según versiones de los desmovilizados, el grupo se conformó por solicitud de algunos finqueros de los municipios de Santa Fe de Antioquia, de San Jerónimo y de Sopetrán que querían sacar a las Farc de la zona.</p>",Bloque Noroccidente Antioqueño,2000,a
Accu - Auc,01/01/2000,"10.467192, -74.613609","<p>Durante el año 2000 el Bloque Norte siguió expandiéndose y delinquió en los municipios de Astrea, Sitio Nuevo, Agustín Codazzi y El Carmen de Bolívar, entre otros. Sembró el terror por medio de amenazas, extorsiones, desplazamientos forzados, asesinatos selectivos y masacres en las poblaciones donde señalaban a supuestos colaboradores de la guerrilla.
</p>
<p>
En febrero, los ‘paras’ del Bloque Norte perpetraron la masacre de El Salado, en la que durante seis días asesinaron con sevicia a sesenta personas. Por estos hechos cerca de 4.000 personas se desplazaron forzosamente.</p>",Bloque Norte,2000,a
Accu - Auc,01/01/2000,"10.031136, -74.218290","<p>Durante el año 2000 el Bloque Norte siguió expandiéndose y delinquió en los municipios de Astrea, Sitio Nuevo, Agustín Codazzi y El Carmen de Bolívar, entre otros. Sembró el terror por medio de amenazas, extorsiones, desplazamientos forzados, asesinatos selectivos y masacres en las poblaciones donde señalaban a supuestos colaboradores de la guerrilla.
</p>
<p>
En febrero, los ‘paras’ del Bloque Norte perpetraron la masacre de El Salado, en la que durante seis días asesinaron con sevicia a sesenta personas. Por estos hechos cerca de 4.000 personas se desplazaron forzosamente.</p>",Bloque Norte,2000,a
Accu - Auc,01/01/2000,"10.944126, -72.957364","<p>Durante el año 2000 el Bloque Norte siguió expandiéndose y delinquió en los municipios de Astrea, Sitio Nuevo, Agustín Codazzi y El Carmen de Bolívar, entre otros. Sembró el terror por medio de amenazas, extorsiones, desplazamientos forzados, asesinatos selectivos y masacres en las poblaciones donde señalaban a supuestos colaboradores de la guerrilla.
</p>
<p>En febrero, los ‘paras’ del Bloque Norte perpetraron la masacre de El Salado, en la que durante seis días asesinaron con sevicia a sesenta personas. Por estos hechos cerca de 4.000 personas se desplazaron forzosamente.</p>",Bloque Norte,2000,a
Accu - Auc,01/01/2000,"9.208045, -73.545049","<p>Durante el año 2000 el Bloque Norte siguió expandiéndose y delinquió en los municipios de Astrea, Sitio Nuevo, Agustín Codazzi y El Carmen de Bolívar, entre otros. Sembró el terror por medio de amenazas, extorsiones, desplazamientos forzados, asesinatos selectivos y masacres en las poblaciones donde señalaban a supuestos colaboradores de la guerrilla.</p>

<p>En febrero, los ‘paras’ del Bloque Norte perpetraron la masacre de El Salado, en la que durante seis días asesinaron con sevicia a sesenta personas. Por estos hechos cerca de 4.000 personas se desplazaron forzosamente.</p>",Bloque Norte,2000,a
Accu - Auc,01/01/2000,"10.802306, -74.176023","<p>Durante el año 2000 el Bloque Norte siguió expandiéndose y delinquió en los municipios de Astrea, Sitio Nuevo, Agustín Codazzi y El Carmen de Bolívar, entre otros. Sembró el terror por medio de amenazas, extorsiones, desplazamientos forzados, asesinatos selectivos y masacres en las poblaciones donde señalaban a supuestos colaboradores de la guerrilla.
</p>
<p>En febrero, los ‘paras’ del Bloque Norte perpetraron la masacre de El Salado, en la que durante seis días asesinaron con sevicia a sesenta personas. Por estos hechos cerca de 4.000 personas se desplazaron forzosamente.</p>",Bloque Norte,2000,a
Accu - Auc,01/01/2000,"9.679306, -75.122653","<p>Durante el año 2000 el Bloque Norte siguió expandiéndose y delinquió en los municipios de Astrea, Sitio Nuevo, Agustín Codazzi y El Carmen de Bolívar, entre otros. Sembró el terror por medio de amenazas, extorsiones, desplazamientos forzados, asesinatos selectivos y masacres en las poblaciones donde señalaban a supuestos colaboradores de la guerrilla.</p>

<p>En febrero, los ‘paras’ del Bloque Norte perpetraron la masacre de El Salado, en la que durante seis días asesinaron con sevicia a sesenta personas. Por estos hechos cerca de 4.000 personas se desplazaron forzosamente.</p>",Bloque Norte,2000,a
Accu - Auc,01/01/2000,"9.154747, -74.190781","<p>Durante el año 2000 el Bloque Norte siguió expandiéndose y delinquió en los municipios de Astrea, Sitio Nuevo, Agustín Codazzi y El Carmen de Bolívar, entre otros. Sembró el terror por medio de amenazas, extorsiones, desplazamientos forzados, asesinatos selectivos y masacres en las poblaciones donde señalaban a supuestos colaboradores de la guerrilla.</p>
<p>
En febrero, los ‘paras’ del Bloque Norte perpetraron la masacre de El Salado, en la que durante seis días asesinaron con sevicia a sesenta personas. Por estos hechos cerca de 4.000 personas se desplazaron forzosamente.</p>",Bloque Norte,2000,a
Accu - Auc,01/01/2000,"3.881002, -77.064889","<p>El Bloque Pacífico nació como un frente del Bloque Calima que delinquió en el Valle del Cauca, pero los hermanos Carlos y Vicente Castaño se lo vendieron al narcotraficante Francisco Javier Zuluaga, alias ‘Gordolindo’, antes de la desmovilización paramilitar para para que pudiera hacerse pasar como jefe del bloque, se desmovilizara y evitara la extradición. En 2013 ‘Gordolindo’ fue excluido del proceso de Justicia y Paz. 
</p>
<p>El exjefe del Bloque Calima Hebert Veloza García, alias ‘HH’, quedó a cargo de este grupo que delinquió en el municipio de Buenaventura y en la costa sur del Chocó. Su financiación provino del negocio del narcotráfico y de la extorsión. La primera masacre del grupo ilegal ocurrió el 11 de mayo de 2000, cuando un grupo conformado por 80 ‘paras’ de los bloques Pacífico y Calima asesinaron a 13 campesinos y amenazaron a la población en el corregimiento de Zabaletas en Buenaventura, Valle del Cauca.</p>

<p>A raíz de estos hechos se desplazaron forzosamente cerca de 3.200 personas y el grupo paramilitar se dividió para que un grupo delinquiera en el departamento del Cauca. El resto se quedó en Buenaventura donde en seis años cometieron al menos 15 masacres. Rutas del Conflicto documentó que seis de estas 15 matanzas fueron perpetradas en el año 2000.</p>",Bloque Pacífico,2000,a
Accu - Auc,01/01/2000,"0.532555, -76.510089","<p>Desde septiembre de 2000 el Bloque Sur Putumayo se instaló en La Dorada y desde finales de ese año se asentó en Puerto Caicedo, Villagarzón, y otra vez llegaron a El Tigre donde fue perpetrada la primera masacre del grupo paramilitar. Para el año 2000, estos ‘paras’ ya delinquían en Puerto Asís, El Placer, La Dorada, Santa Ana, Orito y El Tigre.
</p>
<p>Durante casi 10 años sembraron el terror en varios municipios del suroeste del país bajo la excusa de combatir la guerrilla de la región, pero como trasfondo existía el control del negocio del narcotráfico. Desde 1991, el Frente 48 de las Farc tenía una presencia fuerte en la zona.</p>",Bloque Sur Putumayo,2000,a
Accu - Auc,01/01/2000,"0.469642, -76.983160","<p>Desde septiembre de 2000 el Bloque Sur Putumayo se instaló en La Dorada y desde finales de ese año se asentó en Puerto Caicedo, Villagarzón, y otra vez llegaron a El Tigre donde fue perpetrada la primera masacre del grupo paramilitar. Para el año 2000, estos ‘paras’ ya delinquían en Puerto Asís, El Placer, La Dorada, Santa Ana, Orito y El Tigre.
</p>
<p>
Durante casi 10 años sembraron el terror en varios municipios del suroeste del país bajo la excusa de combatir la guerrilla de la región, pero como trasfondo existía el control del negocio del narcotráfico. Desde 1991, el Frente 48 de las Farc tenía una presencia fuerte en la zona.</p>",Bloque Sur Putumayo,2000,a
Accu - Auc,01/01/2000,"0.682499, -76.877964","<p>Desde septiembre de 2000 el Bloque Sur Putumayo se instaló en La Dorada y desde finales de ese año se asentó en Puerto Caicedo, Villagarzón, y otra vez llegaron a El Tigre donde fue perpetrada la primera masacre del grupo paramilitar. Para el año 2000, estos ‘paras’ ya delinquían en Puerto Asís, El Placer, La Dorada, Santa Ana, Orito y El Tigre.</p>

<p>Durante casi 10 años sembraron el terror en varios municipios del suroeste del país bajo la excusa de combatir la guerrilla de la región, pero como trasfondo existía el control del negocio del narcotráfico. Desde 1991, el Frente 48 de las Farc tenía una presencia fuerte en la zona.</p>",Bloque Sur Putumayo,2000,a
Accu - Auc,01/01/2000,"6.310499, -76.124247","<p>Hasta su desmovilización, este grupo paramilitar delinquió en algunos municipios mineros y cafeteros del Suroeste antioqueño. Rutas del Conflicto documentó una masacre en la que hombres del Bloque Suroeste Antioqueño asesinaron a 14 personas en febrero de 2000.
</p> 
<p>Los hechos ocurrieron en Urrao, un municipio en el que miembros del grupo paramilitar perpetraron al menos cuatro masacres entre 1997 y 2000, como la del 28 de abril de 1998 en la que asesinaron a 22 personas. Según cifras oficiales, poco más de 2.800 personas se desplazaron forzosamente de Urrao en el año 2000.</p>",Bloque Suroeste Antioqueño,2000,a
Accu - Auc,01/01/2000,"5.853224, -76.021802","<p>Hasta su desmovilización, este grupo paramilitar delinquió en algunos municipios mineros y cafeteros del Suroeste antioqueño. Rutas del Conflicto documentó una masacre en la que hombres del Bloque Suroeste Antioqueño asesinaron a 14 personas en febrero de 2000. </p>
<p>Los hechos ocurrieron en Urrao, un municipio en el que miembros del grupo paramilitar perpetraron al menos cuatro masacres entre 1997 y 2000, como la del 28 de abril de 1998 en la que asesinaron a 22 personas. Según cifras oficiales, poco más de 2.800 personas se desplazaron forzosamente de Urrao en el año 2000.</p>",Bloque Suroeste Antioqueño,2000,a
Accu - Auc,01/01/2000,"6.132560, -75.706465","<p>Hasta su desmovilización, este grupo paramilitar delinquió en algunos municipios mineros y cafeteros del Suroeste antioqueño. Rutas del Conflicto documentó una masacre en la que hombres del Bloque Suroeste Antioqueño asesinaron a 14 personas en febrero de 2000.
</p>
<p> Los hechos ocurrieron en Urrao, un municipio en el que miembros del grupo paramilitar perpetraron al menos cuatro masacres entre 1997 y 2000, como la del 28 de abril de 1998 en la que asesinaron a 22 personas. Según cifras oficiales, poco más de 2.800 personas se desplazaron forzosamente de Urrao en el año 2000.</p>",Bloque Suroeste Antioqueño,2000,a
Accu - Auc,01/01/2000,"3.511871, -75.912892","<p>Desde que este grupo paramilitar llegó al Tolima tuvo disputas territoriales con el grupo de Ramón Isaza, Acmm, que venía del Magdalena Medio, y había llegado a la zona en 1999 con el interés de dominar el norte del departamento. A medida que el Bloque Tolima de las Auc copaba territorios de influencia de las Acmm, Ramón Isaza preferió evitar problemas con los hermanos Castaño y retiró a sus hombres.
</p>
<p>En abril del año 2000 ‘paras’ del Bloque Tolima asesinaron a cinco personas en el municipio de Icononzo que según testimonios de paramilitares y el centro de investigación académica Cinep, contaron con la colaboración de la fuerza pública.</p>",Bloque Tolima,2000,a
Accu - Auc,01/01/2000,"3.585791, -75.386201","<p>Desde que este grupo paramilitar llegó al Tolima tuvo disputas territoriales con el grupo de Ramón Isaza, Acmm, que venía del Magdalena Medio, y había llegado a la zona en 1999 con el interés de dominar el norte del departamento. A medida que el Bloque Tolima de las Auc copaba territorios de influencia de las Acmm, Ramón Isaza preferió evitar problemas con los hermanos Castaño y retiró a sus hombres.
</p><p>
En abril del año 2000 ‘paras’ del Bloque Tolima asesinaron a cinco personas en el municipio de Icononzo que según testimonios de paramilitares y el centro de investigación académica Cinep, contaron con la colaboración de la fuerza pública.</p>",Bloque Tolima,2000,a
Accu - Auc,01/01/2000,"4.159696, -74.539298","<p>Desde que este grupo paramilitar llegó al Tolima tuvo disputas territoriales con el grupo de Ramón Isaza, Acmm, que venía del Magdalena Medio, y había llegado a la zona en 1999 con el interés de dominar el norte del departamento. A medida que el Bloque Tolima de las Auc copaba territorios de influencia de las Acmm, Ramón Isaza preferió evitar problemas con los hermanos Castaño y retiró a sus hombres.</p>
<p>
En abril del año 2000 ‘paras’ del Bloque Tolima asesinaron a cinco personas en el municipio de Icononzo que según testimonios de paramilitares y el centro de investigación académica Cinep, contaron con la colaboración de la fuerza pública.</p>",Bloque Tolima,2000,a
Accu - Auc,01/01/2000,"6.460613, -71.747046","<p>A mediados del año 2000, Vicente Castaño ordenó crear un grupo de las Auc en Arauca, con el fin de ocupar los espacios en los que hasta ese momento delinquían el Bloque Oriental de las Farc y el Eln. Para ello encargó a los hermanos narcotraficantes Miguel Ángel y Víctor Manuel Mejía Múnera, conocidos como 'Los Mellizos', crear el Bloque Vencedores de Arauca. Versiones de desmovilizados señalan que los ‘narcos’ compraron la franquicia paramilitar en más de dos millones de dólares.
</p>
<p>
El Bloque comenzó con 200 paramilitares: 100 hombres reclutados en el municipio de Barranca de Upía, Casanare, y otros 100 que hacían parte del Bloque Centauros de las Auc y delinquía en los Llanos Orientales. Con su llegada al departamento, los ‘paras’ impusieron un régimen de terror, cometiendo masacres, asesinatos selectivos, hurto y desplazamientos. ‘Los Mellizos’ continuaron en los negocios del narcotráfico y encargaron el manejo del grupo a Orlando Villa Zapata, alias ‘Rubén’.</p>",Bloque Vencedores de Arauca,2000,a
Accu - Auc,01/01/2001,"8.113807, -76.731811","<p>A partir de 2001, los integrantes del Bloque Bananero delinquieron conjuntamente con el Bloque Héroes de Tolová, grupo paramilitar del narcotraficante Diego Fernando Murillo, alias ‘Don Berna’. Según versiones de exparamilitares, en abril de 2001 un grupo conformado por al menos 150 ‘paras’ de los dos bloques llegaron a San José de Apartadó.
</p><p>
De acuerdo con cifras oficiales, los índices de desplazamientos forzados en Turbo, municipio  donde delinquió el Bloque Bananero, para los años 2000 y 2001 son los más altos del nuevo milenio: cerca de 4.200 y de 4.400 respectivamente.</p>",Bloque Bananero,2001,a
Accu - Auc,01/01/2001,"7.878602, -76.626650","<p>A partir de 2001, los integrantes del Bloque Bananero delinquieron conjuntamente con el Bloque Héroes de Tolová, grupo paramilitar del narcotraficante Diego Fernando Murillo, alias ‘Don Berna’. Según versiones de exparamilitares, en abril de 2001 un grupo conformado por al menos 150 ‘paras’ de los dos bloques llegaron a San José de Apartadó.</p>
<p>
De acuerdo con cifras oficiales, los índices de desplazamientos forzados en Turbo, municipio  donde delinquió el Bloque Bananero, para los años 2000 y 2001 son los más altos del nuevo milenio: cerca de 4.200 y de 4.400 respectivamente.</p>",Bloque Bananero,2001,a
Accu - Auc,01/01/2001,"7.763178, -76.668587","<p>A partir de 2001, los integrantes del Bloque Bananero delinquieron conjuntamente con el Bloque Héroes de Tolová, grupo paramilitar del narcotraficante Diego Fernando Murillo, alias ‘Don Berna’. Según versiones de exparamilitares, en abril de 2001 un grupo conformado por al menos 150 ‘paras’ de los dos bloques llegaron a San José de Apartadó.
</p><p>
De acuerdo con cifras oficiales, los índices de desplazamientos forzados en Turbo, municipio  donde delinquió el Bloque Bananero, para los años 2000 y 2001 son los más altos del nuevo milenio: cerca de 4.200 y de 4.400 respectivamente.</p>",Bloque Bananero,2001,a
Accu - Auc,01/01/2001,"7.666834, -76.684012","<p>A partir de 2001, los integrantes del Bloque Bananero delinquieron conjuntamente con el Bloque Héroes de Tolová, grupo paramilitar del narcotraficante Diego Fernando Murillo, alias ‘Don Berna’. Según versiones de exparamilitares, en abril de 2001 un grupo conformado por al menos 150 ‘paras’ de los dos bloques llegaron a San José de Apartadó.</p>
<p>
De acuerdo con cifras oficiales, los índices de desplazamientos forzados en Turbo, municipio  donde delinquió el Bloque Bananero, para los años 2000 y 2001 son los más altos del nuevo milenio: cerca de 4.200 y de 4.400 respectivamente.</p>",Bloque Bananero,2001,a
Accu - Auc,01/01/2001,"6.299361, -75.574447","<p>Desde 2001, Diego Fernando Murillo, alias ‘Don Berna’, narcotraficante y exjefe del Bloque Cacique Nutibara, desató una guerra en contra del Bloque Metro por el control de los territorios donde tenía influencia, los barrios periféricos de Medellín y las regiones antioqueñas del Valle de Aburrá, Oriente y Nordeste Antioqueño. Un conflicto que duró más de dos años.</p>

<p>La guerra se dio porque ‘Don Berna’ sintió que Carlos Mauricio García, alias ‘Doble Cero’, exjefe del Metro, invadió sus territorios y porque ‘Doble Cero’ se unió a Carlos Castaño cuando se opuso a que las Auc siguieran manteniendo vínculos con ‘narcos’ como ‘Don Berna’. La mayoría de las bandas delincuenciales de Medellín se integraron al Nutibara, y las que no lo hicieron sufrieron las consecuencias, como la masacre de Medellín, perpetrada el 26 de abril de 2001.</p>",Bloque Cacique Nutibara,2001,a
